Sample Name	Assay Name	Protocol REF	Performer	Date	Comment [note]	Parameter Value [group1.insecticidal substance]	Term Source Ref	Term Accession Number	Parameter Value [group1.concentration]	Unit	Term Source Ref	Term Accession Number	Parameter Value [duration of exposure]	Unit	Term Source Ref	Term Accession Number	Raw Data File
PMI1732	PMI.IR_WHO.PMI1732.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1733	PMI.IR_WHO.PMI1733.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1734	PMI.IR_WHO.PMI1734.Alphacypermethrin	IR_WHO				alpha-cypermethrin	MIRO	10000128			UO		24	hour	UO	0000032	p_IR_WHO.txt
PMI1736	PMI.IR_WHO.PMI1736.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1739	PMI.IR_WHO.PMI1739.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1740	PMI.IR_WHO.PMI1740.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1742	PMI.IR_WHO.PMI1742.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1743	PMI.IR_WHO.PMI1743.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1746	PMI.IR_WHO.PMI1746.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1747	PMI.IR_WHO.PMI1747.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1748	PMI.IR_WHO.PMI1748.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1749	PMI.IR_WHO.PMI1749.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1750	PMI.IR_WHO.PMI1750.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1751	PMI.IR_WHO.PMI1751.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1752	PMI.IR_WHO.PMI1752.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1757	PMI.IR_WHO.PMI1757.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1759	PMI.IR_WHO.PMI1759.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1760	PMI.IR_WHO.PMI1760.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1761	PMI.IR_WHO.PMI1761.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1762	PMI.IR_WHO.PMI1762.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1763	PMI.IR_WHO.PMI1763.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1765	PMI.IR_WHO.PMI1765.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1766	PMI.IR_WHO.PMI1766.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1767	PMI.IR_WHO.PMI1767.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1768	PMI.IR_WHO.PMI1768.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1769	PMI.IR_WHO.PMI1769.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1770	PMI.IR_WHO.PMI1770.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1771	PMI.IR_WHO.PMI1771.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1772	PMI.IR_WHO.PMI1772.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1773	PMI.IR_WHO.PMI1773.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1774	PMI.IR_WHO.PMI1774.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1775	PMI.IR_WHO.PMI1775.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1776	PMI.IR_WHO.PMI1776.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1777	PMI.IR_WHO.PMI1777.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1778	PMI.IR_WHO.PMI1778.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1779	PMI.IR_WHO.PMI1779.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1780	PMI.IR_WHO.PMI1780.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1781	PMI.IR_WHO.PMI1781.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1782	PMI.IR_WHO.PMI1782.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1783	PMI.IR_WHO.PMI1783.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1784	PMI.IR_WHO.PMI1784.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1785	PMI.IR_WHO.PMI1785.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1786	PMI.IR_WHO.PMI1786.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1787	PMI.IR_WHO.PMI1787.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1788	PMI.IR_WHO.PMI1788.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1789	PMI.IR_WHO.PMI1789.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1790	PMI.IR_WHO.PMI1790.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1791	PMI.IR_WHO.PMI1791.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1792	PMI.IR_WHO.PMI1792.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1793	PMI.IR_WHO.PMI1793.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1794	PMI.IR_WHO.PMI1794.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1795	PMI.IR_WHO.PMI1795.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1796	PMI.IR_WHO.PMI1796.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1797	PMI.IR_WHO.PMI1797.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1798	PMI.IR_WHO.PMI1798.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1799	PMI.IR_WHO.PMI1799.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1800	PMI.IR_WHO.PMI1800.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1801	PMI.IR_WHO.PMI1801.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1802	PMI.IR_WHO.PMI1802.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1803	PMI.IR_WHO.PMI1803.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1804	PMI.IR_WHO.PMI1804.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1805	PMI.IR_WHO.PMI1805.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1806	PMI.IR_WHO.PMI1806.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1807	PMI.IR_WHO.PMI1807.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1808	PMI.IR_WHO.PMI1808.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1809	PMI.IR_WHO.PMI1809.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1810	PMI.IR_WHO.PMI1810.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1811	PMI.IR_WHO.PMI1811.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1812	PMI.IR_WHO.PMI1812.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1813	PMI.IR_WHO.PMI1813.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1826	PMI.IR_WHO.PMI1826.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1827	PMI.IR_WHO.PMI1827.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1828	PMI.IR_WHO.PMI1828.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1829	PMI.IR_WHO.PMI1829.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1830	PMI.IR_WHO.PMI1830.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1831	PMI.IR_WHO.PMI1831.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1832	PMI.IR_WHO.PMI1832.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1833	PMI.IR_WHO.PMI1833.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1834	PMI.IR_WHO.PMI1834.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1835	PMI.IR_WHO.PMI1835.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1836	PMI.IR_WHO.PMI1836.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1837	PMI.IR_WHO.PMI1837.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1838	PMI.IR_WHO.PMI1838.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1839	PMI.IR_WHO.PMI1839.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1840	PMI.IR_WHO.PMI1840.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1841	PMI.IR_WHO.PMI1841.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1842	PMI.IR_WHO.PMI1842.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1843	PMI.IR_WHO.PMI1843.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1844	PMI.IR_WHO.PMI1844.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1845	PMI.IR_WHO.PMI1845.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1846	PMI.IR_WHO.PMI1846.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1847	PMI.IR_WHO.PMI1847.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1848	PMI.IR_WHO.PMI1848.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1849	PMI.IR_WHO.PMI1849.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1850	PMI.IR_WHO.PMI1850.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1851	PMI.IR_WHO.PMI1851.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1852	PMI.IR_WHO.PMI1852.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1853	PMI.IR_WHO.PMI1853.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1854	PMI.IR_WHO.PMI1854.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1855	PMI.IR_WHO.PMI1855.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1856	PMI.IR_WHO.PMI1856.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1857	PMI.IR_WHO.PMI1857.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1858	PMI.IR_WHO.PMI1858.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1859	PMI.IR_WHO.PMI1859.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1860	PMI.IR_WHO.PMI1860.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1861	PMI.IR_WHO.PMI1861.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1862	PMI.IR_WHO.PMI1862.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1863	PMI.IR_WHO.PMI1863.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1864	PMI.IR_WHO.PMI1864.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1865	PMI.IR_WHO.PMI1865.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1866	PMI.IR_WHO.PMI1866.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1867	PMI.IR_WHO.PMI1867.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187			UO		p_IR_WHO.txt
PMI1868	PMI.IR_WHO.PMI1868.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1869	PMI.IR_WHO.PMI1869.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1870	PMI.IR_WHO.PMI1870.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1871	PMI.IR_WHO.PMI1871.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1872	PMI.IR_WHO.PMI1872.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1873	PMI.IR_WHO.PMI1873.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1874	PMI.IR_WHO.PMI1874.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1875	PMI.IR_WHO.PMI1875.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1876	PMI.IR_WHO.PMI1876.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1877	PMI.IR_WHO.PMI1877.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1878	PMI.IR_WHO.PMI1878.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1879	PMI.IR_WHO.PMI1879.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1880	PMI.IR_WHO.PMI1880.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1881	PMI.IR_WHO.PMI1881.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1882	PMI.IR_WHO.PMI1882.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1883	PMI.IR_WHO.PMI1883.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1884	PMI.IR_WHO.PMI1884.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1885	PMI.IR_WHO.PMI1885.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1886	PMI.IR_WHO.PMI1886.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1887	PMI.IR_WHO.PMI1887.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1888	PMI.IR_WHO.PMI1888.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1889	PMI.IR_WHO.PMI1889.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1891	PMI.IR_WHO.PMI1891.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1892	PMI.IR_WHO.PMI1892.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1893	PMI.IR_WHO.PMI1893.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1894	PMI.IR_WHO.PMI1894.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1895	PMI.IR_WHO.PMI1895.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1896	PMI.IR_WHO.PMI1896.Lambda-cyhalothrin 0.75%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1897	PMI.IR_WHO.PMI1897.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1898	PMI.IR_WHO.PMI1898.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1899	PMI.IR_WHO.PMI1899.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1900	PMI.IR_WHO.PMI1900.Etofenprox 0.5%	IR_WHO				etofenprox	MIRO	10000136	0.5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
