Assay Name	Phenotype Name	Observable	Term Source Ref	Term Accession Number	Attribute	Term Source Ref	Term Accession Number	Value	Term Source Ref	Term Accession Number	Unit	Term Source Ref	Term Accession Number
PMI.IR_WHO.PMI1833.DDT 4.0%	mortality percentage:95.5, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.5			percent	UO	0000187
PMI.IR_WHO.PMI1834.Deltamethrin 0.05%	mortality percentage:98.8, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.8			percent	UO	0000187
PMI.IR_WHO.PMI1835.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1836.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1837.Permethrin 0.75%	mortality percentage:96.6, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.6			percent	UO	0000187
PMI.IR_WHO.PMI1838.Bendiocarb 0.1%	mortality percentage:90.6, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.6			percent	UO	0000187
PMI.IR_WHO.PMI1839.DDT 4.0%	mortality percentage:96.3, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.3			percent	UO	0000187
PMI.IR_WHO.PMI1840.Deltamethrin 0.05%	mortality percentage:98.7, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1841.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1842.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1843.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1844.Bendiocarb 0.1%	mortality percentage:93.9, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.9			percent	UO	0000187
PMI.IR_WHO.PMI1845.DDT 4.0%	mortality percentage:76.4, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	76.4			percent	UO	0000187
PMI.IR_WHO.PMI1846.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1847.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1848.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1849.Permethrin 0.75%	mortality percentage:86.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI1850.Bendiocarb 0.1%	mortality percentage:96.3, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.3			percent	UO	0000187
PMI.IR_WHO.PMI1851.DDT 4.0%	mortality percentage:75.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	75.0			percent	UO	0000187
PMI.IR_WHO.PMI1852.Deltamethrin 0.05%	mortality percentage:92.7, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.7			percent	UO	0000187
PMI.IR_WHO.PMI1853.Fenitrothion 1.0%	mortality percentage:98.7, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1854.Lambda-cyhalothrin 0.75%	mortality percentage:98.7, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1855.Permethrin 0.75%	mortality percentage:89.2, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.2			percent	UO	0000187
PMI.IR_WHO.PMI1856.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1857.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1858.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1859.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1860.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1861.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1862.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1863.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1864.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1865.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1866.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1867.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1868.Bendiocarb 0.1%	mortality percentage:90.6, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.6			percent	UO	0000187
PMI.IR_WHO.PMI1869.DDT 4.0%	mortality percentage:96.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI1870.Deltamethrin 0.05%	mortality percentage:98.9, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.9			percent	UO	0000187
PMI.IR_WHO.PMI1871.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1872.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1873.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1874.Bendiocarb 0.1%	mortality percentage:98.8, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.8			percent	UO	0000187
PMI.IR_WHO.PMI1875.Deltamethrin 0.05%	mortality percentage:94.2, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.2			percent	UO	0000187
PMI.IR_WHO.PMI1876.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1877.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1878.Permethrin 0.75%	mortality percentage:83.7, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.7			percent	UO	0000187
PMI.IR_WHO.PMI1879.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1880.DDT 4.0%	mortality percentage:90.9, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.9			percent	UO	0000187
PMI.IR_WHO.PMI1881.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1882.Fenitrothion 1.0%	mortality percentage:99.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1883.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1884.Permethrin 0.75%	mortality percentage:90.4, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.4			percent	UO	0000187
PMI.IR_WHO.PMI1885.Bendiocarb 0.1%	mortality percentage:90.8, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.8			percent	UO	0000187
PMI.IR_WHO.PMI1886.DDT 4.0%	mortality percentage:80.4, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.4			percent	UO	0000187
PMI.IR_WHO.PMI1887.Deltamethrin 0.05%	mortality percentage:88.3, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.3			percent	UO	0000187
PMI.IR_WHO.PMI1888.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1889.Lambda-cyhalothrin 0.75%	mortality percentage:98.7, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1891.Permethrin 0.75%	mortality percentage:83.5, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.5			percent	UO	0000187
PMI.IR_WHO.PMI1892.Bendiocarb 0.1%	mortality percentage:98.7, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1893.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1894.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1895.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1896.Lambda-cyhalothrin 0.75%	mortality percentage:97.2, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.2			percent	UO	0000187
PMI.IR_WHO.PMI1897.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1898.DDT 4.0%	mortality percentage:97.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1899.Deltamethrin 0.05%	mortality percentage:90.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1900.Etofenprox 0.5%	mortality percentage:95.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI1901.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1902.Lambda-cyhalothrin 0.75%	mortality percentage:86.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI1903.Bendiocarb 0.1%	mortality percentage:84.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI1904.DDT 4.0%	mortality percentage:84.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI1905.Deltamethrin 0.05%	mortality percentage:22.5, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	22.5			percent	UO	0000187
PMI.IR_WHO.PMI1906.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1907.Lambda-cyhalothrin 0.75%	mortality percentage:19.5, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	19.5			percent	UO	0000187
PMI.IR_WHO.PMI1908.Bendiocarb 0.1%	mortality percentage:98.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI1909.DDT 4.0%	mortality percentage:97.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1910.Deltamethrin 0.05%	mortality percentage:97.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1911.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1912.Lambda-cyhalothrin 0.05%	mortality percentage:89.7, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.7			percent	UO	0000187
PMI.IR_WHO.PMI1914.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1915.DDT 4.0%	mortality percentage:98.8, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.8			percent	UO	0000187
PMI.IR_WHO.PMI1916.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1917.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1918.Lambda-cyhalothrin 0.05%	mortality percentage:97.7, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.7			percent	UO	0000187
PMI.IR_WHO.PMI1919.Bendiocarb 0.1%	mortality percentage:98.8, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.8			percent	UO	0000187
PMI.IR_WHO.PMI1920.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1921.Deltamethrin 0.05%	mortality percentage:97.4, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.4			percent	UO	0000187
PMI.IR_WHO.PMI1922.Fenitrothion 1.0%	mortality percentage:98.7, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.7			percent	UO	0000187
PMI.IR_WHO.PMI1923.Lambda-cyhalothrin 0.75%	mortality percentage:100.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1924.Permethrin 0.75%	mortality percentage:95.2, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.2			percent	UO	0000187
PMI.IR_WHO.PMI1927.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1928.DDT 4.0%	mortality percentage:90.9, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.9			percent	UO	0000187
PMI.IR_WHO.PMI1929.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1930.Fenitrothion 1.0%	mortality percentage:99.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1931.Lambda-cyhalothrin 0.75%	mortality percentage:95.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI1933.Permethrin 0.75%	mortality percentage:90.4, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.4			percent	UO	0000187
PMI.IR_WHO.PMI1934.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1935.DDT 4.0%	mortality percentage:89.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI1936.Deltamethrin 0.05%	mortality percentage:87.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI1937.Etofenprox 0.5%	mortality percentage:90.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1938.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1939.Lambda-cyhalothrin 0.75%	mortality percentage:77.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI1940.Permethrin 0.75%	mortality percentage:95.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI1941.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1942.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1943.Deltamethrin 0.05%	mortality percentage:94.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI1944.Etofenprox 0.5%	mortality percentage:94.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI1945.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1946.Lambda-cyhalothrin 0.75%	mortality percentage:90.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1947.Permethrin 0.75%	mortality percentage:89.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI1948.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1949.DDT 4.0%	mortality percentage:51.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	51.0			percent	UO	0000187
PMI.IR_WHO.PMI1950.Deltamethrin 0.05%	mortality percentage:58.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	58.0			percent	UO	0000187
PMI.IR_WHO.PMI1951.Etofenprox 0.5%	mortality percentage:64.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	64.0			percent	UO	0000187
PMI.IR_WHO.PMI1952.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1953.Lambda-cyhalothrin 0.75%	mortality percentage:35.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	35.0			percent	UO	0000187
PMI.IR_WHO.PMI1954.Permethrin 0.75%	mortality percentage:50.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	50.0			percent	UO	0000187
PMI.IR_WHO.PMI1955.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1956.DDT 4.0%	mortality percentage:97.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1957.Deltamethrin 0.05%	mortality percentage:90.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1958.Etofenprox 0.5%	mortality percentage:95.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI1959.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1960.Lambda-cyhalothrin 0.75%	mortality percentage:86.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI1961.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1962.DDT 4.0%	mortality percentage:88.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI1963.Deltamethrin 0.05%	mortality percentage:97.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1964.Etofenprox 0.5%	mortality percentage:90.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1965.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1966.Lambda-cyhalothrin 0.75%	mortality percentage:88.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI1967.Permethrin 0.75%	mortality percentage:89.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI1968.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1969.DDT 4.0%	mortality percentage:95.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI1970.Deltamethrin 0.05%	mortality percentage:81.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	81.0			percent	UO	0000187
PMI.IR_WHO.PMI1971.Etofenprox 0.5%	mortality percentage:82.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI1972.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1973.Lambda-cyhalothrin 0.75%	mortality percentage:57.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	57.0			percent	UO	0000187
PMI.IR_WHO.PMI1974.Permethrin 0.75%	mortality percentage:66.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI1975.Bendiocarb 0.1%	mortality percentage:93.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.0			percent	UO	0000187
PMI.IR_WHO.PMI1976.DDT 4.0%	mortality percentage:99.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1977.Deltamethrin 0.05%	mortality percentage:88.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
